id,dep_delayed_15min
0,0.0145051698295564
1,0.03713326346316436
2,0.04289319445322679
3,0.42357032218938967
4,0.2739557323977806
5,0.038867996148043316
6,0.14953819785061162
7,0.4814858316278273
8,0.25710484536966244
9,0.26883397194254605
10,0.2782527018626133
11,0.6188448831461252
12,0.16302779799182288
13,0.11781988502836596
14,0.1130719096291799
15,0.16951843610441752
16,0.15254154203811002
17,0.3790889541598661
18,0.3652017068418089
19,0.02120724321387064
20,0.2181059175757054
21,0.05070311614250942
22,0.4797741582903859
23,0.25426121881571584
24,0.4710504776218442
25,0.3463054303139261
26,0.010380400803040061
27,0.0223723483636461
28,0.4984224783932976
29,0.14111369160614548
30,0.13000465390494623
31,0.6265473206320807
32,0.018225419610490574
33,0.22205716609405074
34,0.4604836217391137
35,0.4593277079420043
36,0.3105949936240648
37,0.4387749952677252
38,0.12354774825353194
39,0.3938770043764875
40,0.17101357001650572
41,0.05967958330970219
42,0.12800070230941055
43,0.25934206437560847
44,0.1132261580540604
45,0.23172862829117605
46,0.004520210551575491
47,0.14781181321746942
48,0.8319517280409061
49,0.11575950381743147
50,0.4145412289344817
51,0.09225629465751299
52,0.17550916985733447
53,0.7338965461698073
54,0.14405151308053057
55,0.12388979079157576
56,0.2617000740940076
57,0.407725853717213
58,0.14808897749315156
59,0.14863865346866084
60,0.18713968793324745
61,0.15092681554666804
62,0.11995024790921238
63,0.16262359258918824
64,0.5118241803183389
65,0.33662512373538506
66,0.018002409534755487
67,0.108378184160908
68,0.16784205792725007
69,0.3619445283403666
70,0.01645415607912007
71,0.25796810151114846
72,0.45745598163313456
73,0.10980652044044145
74,0.86007976548174
75,0.3022068493681554
76,0.19990959176662979
77,0.16944771561459546
78,0.2488091629987836
79,0.1378024518564224
80,0.09897553199843703
81,0.31395200144395435
82,0.0477260307814799
83,0.04685469094986144
84,0.05558872378987718
85,0.039522350791660596
86,0.24146020528204257
87,0.3146325662923517
88,0.47279508955757255
89,0.37998139361344674
90,0.09454468661873078
91,0.15697422491592963
92,0.30690190670369544
93,0.07871674427550782
94,0.21603839192710358
95,0.11727136121928154
96,0.2886446702103762
97,0.1485884146159974
98,0.23194957234554406
99,0.38765786298711413
100,0.30847067498948444
101,0.25999167363491865
102,0.10744259612484178
103,0.1516815985248471
104,0.006547895783301221
105,0.3155709928874218
106,0.36345556126089335
107,0.07962632824027965
108,0.09803782713478582
109,0.1171882189803399
110,0.16970709907772447
111,0.11498467691229887
112,0.910555908548155
113,0.03631307568594985
114,0.023611443335290052
115,0.12439733351573078
116,0.13644763182688896
117,0.707074787631622
118,0.19081965543267138
119,0.16100214395400889
120,0.4167582604457101
121,0.2613629788917012
122,0.057503998794152356
123,0.13989063025286846
124,0.348569183083444
125,0.051048687753647334
126,0.046437243587814786
127,0.07498707659547513
128,0.08588612191804751
129,0.6051526945084365
130,0.22214117111834109
131,0.1977583227815236
132,0.059563702883601466
133,0.3368618293995137
134,0.07355835622887297
135,0.08663290472486149
136,0.624590179828152
137,0.15573357003153265
138,0.017513408190036352
139,0.17757186978493317
140,0.4892248843171416
141,0.551344822118474
142,0.5592354905034105
143,0.2030675867969553
144,0.06293653216080525
145,0.09405289282520185
146,0.3905987742331294
147,0.1735549099795111
148,0.0889896994202753
149,0.5435594070773473
150,0.7427566259296524
151,0.1843267787788212
152,0.20126718273651342
153,0.016624984062656684
154,0.13769102346264742
155,0.07496100160148501
156,0.2186688468943943
157,0.11363151580107549
158,0.2638184969524427
159,0.01613274608582325
160,0.13344284580043833
161,0.6997550967048597
162,0.6583633561756406
163,0.06675464173369515
164,0.3649582186111334
165,0.0766820748625552
166,0.12925576394968322
167,0.08459948089095624
168,0.2203856068341817
169,0.3962056434656129
170,0.3089528181855705
171,0.0870853733330962
172,0.09128272573569887
173,0.5657159768386764
174,0.7442134499616866
175,0.6893584556874431
176,0.29274852068464335
177,0.018486737537344464
178,0.3639929015132698
179,0.10771056493351265
180,0.02420157884476296
181,0.04425264972958851
182,0.2604255422493591
183,0.8694852283027162
184,0.23945836174314902
185,0.4879399718023826
186,0.10138113791931816
187,0.3717041910600029
188,0.48192042040432465
189,0.5235093028912424
190,0.27934072986124053
191,0.45034499570364184
192,0.4726996652791539
193,0.30300154335080526
194,0.47369180561975094
195,0.12991649523223173
196,0.12084820296290509
197,0.08210339805459736
198,0.5192149416356161
199,0.5154592734356808
200,0.39817012987368244
201,0.3814304420875989
202,0.17801657125579384
203,0.02380617793606313
204,0.059797395548636875
205,0.20563297868404032
206,0.568841154349522
207,0.020573794145670097
208,0.0737875062560542
209,0.1629283075860123
210,0.02951407512368148
211,0.03437005579840091
212,0.3559170043934525
213,0.19159210537432958
214,0.1269127932467508
215,0.25585586192583465
216,0.02714982323380905
217,0.15310959583004868
218,0.1085312271494183
219,0.3459264139035243
220,0.4560354516724109
221,0.3273305505026228
222,0.29101310458196233
223,0.11542988592902433
224,0.6775079497690315
225,0.1223721230826381
226,0.3882213770556686
227,0.6626957987749306
228,0.4089961408604639
229,0.7725232988231445
230,0.010677990849825332
231,0.3577938019422439
232,0.040731392032979805
233,0.13100691827507918
234,0.15488543889775888
235,0.2004578845767626
236,0.015157927242506202
237,0.08738823665236513
238,0.289030894678414
239,0.24973225054074094
240,0.13566057905546217
241,0.4787837199369439
242,0.13304488475540446
243,0.04175471736806437
244,0.20743083157613337
245,0.18069054579996188
246,0.34030163700826843
247,0.5481364899765179
248,0.7576858387927535
249,0.3646593959107552
250,0.2362754916528019
251,0.15234449717565346
252,0.18243353677352414
253,0.19570944660128708
254,0.4274282201311595
255,0.10460304869093488
256,0.13760215730582775
257,0.06054316111361005
258,0.11345870913132451
259,0.012806280115144886
260,0.39813029679431267
261,0.12891396330080093
262,0.37034308567468116
263,0.2781900352776109
264,0.13240533942804056
265,0.1855283930258219
266,0.33957315533690735
267,0.21787802913783488
268,0.06321380647584386
269,0.2909307542093693
270,0.06540328887445332
271,0.11059966505121206
272,0.31525314954704936
273,0.02351791169906821
274,0.24944896710472814
275,0.1233256613631109
276,0.040263645127711675
277,0.29915841516398944
278,0.21589093276173887
279,0.20607811191179023
280,0.19925569611247873
281,0.5179685793121246
282,0.3074611272822582
283,0.09436550135166559
284,0.2388168563973088
285,0.4856251562652253
286,0.06251380135784021
287,0.17919573657842952
288,0.1786086644155097
289,0.04747323254839843
290,0.17863054686208374
291,0.09305268406970126
292,0.5994198522461738
293,0.24930113367319232
294,0.3346728238866159
295,0.04506310883180318
296,0.07331190362763657
297,0.2378309696429949
298,0.14166428266827877
299,0.23785611701826848
300,0.48425994870422207
301,0.1388916276952784
302,0.054304960275947056
303,0.27283631323327645
304,0.29397429636176375
305,0.2883380566821066
306,0.2733591931107006
307,0.03810963161325823
308,0.3981053994612323
309,0.04548038761257802
310,0.528924451533765
311,0.39256491762165424
312,0.02684855637660611
313,0.2306139356390782
314,0.49787146114151354
315,0.23592507007260882
316,0.08831751910262992
317,0.09882767036998175
318,0.17825900287606114
319,0.16154974870228359
320,0.16946234382955308
321,0.046951640880699495
322,0.18005854930452878
323,0.0961552270564944
324,0.09568724199825646
325,0.5747851911709319
326,0.0333939188246231
327,0.5208649517777872
328,0.023912266504746572
329,0.43637542496373916
330,0.3719770546195309
331,0.5855916637942117
332,0.12980832920122598
333,0.04625296875279766
334,0.4477992600076683
335,0.2823533783652408
336,0.23127297904853716
337,0.1518169660347243
338,0.4272370584615523
339,0.06963932735947216
340,0.04848419319288313
341,0.14011109951085812
342,0.22768051270106973
343,0.10622511371111873
344,0.44658266888841913
345,0.909431838917723
346,0.3275937314643239
347,0.1650246436826815
348,0.22748879634901614
349,0.2226505216956822
350,0.1302330967920742
351,0.21742821688840103
352,0.2577093130792795
353,0.43811393142120114
354,0.11459775143681428
355,0.23947771908432805
356,0.0423352564391573
357,0.3265907435865896
358,0.30779766681120013
359,0.39239482680674975
360,0.07860400273833842
361,0.016683927572318617
362,0.08421019689347042
363,0.17723541671404547
364,0.028344452394726407
365,0.23003968753669407
366,0.8145725887834572
367,0.4185248901420776
368,0.48296908326392674
369,0.10249149398894097
370,0.09978252390946646
371,0.08797303017253343
372,0.35151813131123
373,0.1892291960160546
374,0.44644513730842633
375,0.07383056997589517
376,0.5748610300022334
377,0.7836360969427085
378,0.2658530722436114
379,0.30928622111933934
380,0.9401375498785431
381,0.5107850268299287
382,0.023065129590126545
383,0.5486252595618788
384,0.1717047966660732
385,0.2624166642116576
386,0.31091666364041504
387,0.06288049530728675
388,0.08757903476498649
389,0.05339003041397267
390,0.34701327321191067
391,0.12746361096256434
392,0.19304347015374124
393,0.02534367814715119
394,0.43568602272124235
395,0.30825091224233714
396,0.07536765038614344
397,0.015012438867055576
398,0.058149701903910354
399,0.14890658240094212
400,0.2695547723455151
401,0.11682757164267571
402,0.1130075546711608
403,0.011267929867478679
404,0.06901234506335155
405,0.12204752083798845
406,0.2895768775388068
407,0.05786954812300297
408,0.3576065558596039
409,0.12089175518350917
410,0.453701316340209
411,0.003726040109607291
412,0.2698100724399329
413,0.11606171459437783
414,0.6213346993332265
415,0.08699544918254433
416,0.4357857371957983
417,0.46450484962839733
418,0.24767417776957898
419,0.47923377376058435
420,0.5869333751015654
421,0.08555978972599373
422,0.02939964873559077
423,0.07696005231724956
424,0.3526450592244645
425,0.35682034562584214
426,0.11647910552189973
427,0.0778321331578744
428,0.2581822505813167
429,0.1502357745187521
430,0.08454221015324394
431,0.08253036028118828
432,0.026441144993574302
433,0.2777526440429865
434,0.07117776808502221
435,0.11390728273522685
436,0.46238588463453306
437,0.7032516905430836
438,0.22401802631079407
439,0.16785467617077046
440,0.21507813056401795
441,0.22669804007488276
442,0.1631685176876513
443,0.26859845101508295
444,0.4787178348427836
445,0.09396327583607572
446,0.43444822333823
447,0.1227896998350134
448,0.09401677910026268
449,0.21273123402587651
450,0.6233567761808702
451,0.2646370399266279
452,0.3444128611302688
453,0.09061125142438739
454,0.03541211652910186
455,0.06235026625822747
456,0.7703882450109044
457,0.07868430119903243
458,0.4780270481406622
459,0.308379529238304
460,0.0528562087441272
461,0.017541579555599388
462,0.06292204272104085
463,0.19285593186584404
464,0.3451777179598033
465,0.08755279748368901
466,0.31125926806755017
467,0.07656925387553103
468,0.037024496597726844
469,0.027495779366241514
470,0.0167978091456711
471,0.1299222853023123
472,0.19257811054214058
473,0.5294527540896365
474,0.23588439457179985
475,0.31561826890460326
476,0.047695654417613205
477,0.25445023293246166
478,0.1957838390687039
479,0.48006748056306575
480,0.0805852548053819
481,0.4001402144149624
482,0.28931578375809436
483,0.12279386368871759
484,0.5532661340042051
485,0.3488320473047067
486,0.21932933351610545
487,0.38611788851365436
488,0.16772423999940886
489,0.1175576465676569
490,0.3790752333809174
491,0.8634618141169822
492,0.432043993135471
493,0.19967752502536118
494,0.5696809404464144
495,0.45709432307916203
496,0.15409540537122235
497,0.015821208870699058
498,0.06204339300073875
499,0.09153510819702981
500,0.7643650272495476
501,0.21515299431404322
502,0.36860322667267814
503,0.21790450033537528
504,0.21666815391682626
505,0.19688127449074688
506,0.4922609963153568
507,0.05242499752167521
508,0.024258554742028537
509,0.4696854836074746
510,0.0736417980273054
511,0.28595927399948334
