session_id,target
1,7.454294422244945e-05
2,1.120919325718726e-07
3,1.8656881266487037e-07
4,2.0664139260950603e-09
5,5.758634336416022e-05
6,2.512075104260002e-05
7,3.896709590833634e-05
8,2.1188095506724373e-05
9,2.371451714497624e-05
10,0.0021281097843952835
11,4.2382716690832354e-05
12,1.6044885090813926e-06
13,4.952556025018913e-05
14,0.06623844680604339
15,0.0005381958753874752
16,0.00023238500449578132
17,0.0061731190288841845
18,3.5998715945827067e-06
19,5.813888234336957e-05
20,1.5739784428824458e-07
21,0.005743626067551756
22,3.933638654306502e-09
23,0.00011437353571932864
24,9.705555662879484e-05
25,0.0033031304416545892
26,1.744035395894692e-09
27,8.191883012238461e-05
28,1.3653049091104528e-09
29,0.045733871175222936
30,0.001258865579942662
31,0.08846446482946013
32,0.09624482152091257
33,3.232613133480331e-05
34,2.0549947816727444e-07
35,0.09093480573679477
36,1.1521216225031254e-05
37,3.441042068119762e-11
38,2.2895951419030513e-07
39,0.00012993428695133648
40,1.1906732297891027e-06
41,0.0014186306399294648
42,0.0007110458943938399
43,3.4843859332061316e-06
44,1.252484591329732e-06
45,0.47676582110312615
46,0.0001558924146050799
47,1.3222803276788581e-05
48,1.2764803054374167e-06
49,6.240852690909169e-05
50,2.1019764603552856e-07
51,2.7818962225869195e-10
52,8.135532033711794e-07
53,0.0007355437269227126
54,6.001263412479924e-06
55,8.52661237518867e-05
56,1.1445776591280033e-05
57,2.027644749422198e-08
58,1.5785875279333448e-07
59,2.0750971292557852e-06
60,1.2967656620670541e-08
61,3.115062547781462e-07
62,3.6527756623761716e-05
63,8.293825733035028e-08
64,6.421670150226063e-05
65,2.281568090172088e-06
66,7.296312619263967e-07
67,3.372295670655739e-05
68,0.0023071679813832053
69,0.008983388586160749
70,6.324470141026007e-06
71,0.0018222629537082457
72,0.0005092146419014739
73,0.035959244091667605
74,7.433342208626577e-06
75,5.019640208834708e-05
76,5.111845872689707e-05
77,0.0005343957964344282
78,0.000214829313425206
79,6.199914608378219e-07
80,1.0330441290395166e-06
81,3.394796695822815e-07
82,1.8935010367909274e-05
83,1.648628151001798e-08
84,0.831067632634789
85,4.4969089272176995e-05
86,8.864556871408665e-07
87,0.0001879208051592992
88,0.00022425920982417137
89,0.0012231935997751302
90,0.023500251649340165
91,1.3001500529385528e-05
92,6.145413318093055e-07
93,0.16248139035027076
94,1.0929425216114148e-06
95,0.00017341054845993928
96,1.6245228397357054e-07
97,0.0014992025744035944
98,5.955747011390066e-06
99,4.638448521516683e-08
100,0.00011572517884831648
101,1.6999113519360708e-07
102,0.000159516658703824
103,6.341399548624359e-06
104,3.270235734640454e-05
105,1.798742587912708e-05
106,4.0482381934678125e-06
107,0.00016175080034958872
108,3.404129412016337e-05
109,1.9574009568644406e-07
110,1.83018970757694e-08
111,1.8910783445974924e-06
112,1.1614993253890333e-09
113,0.00045889725216611025
114,2.543455276718979e-08
115,5.4238553764159866e-08
116,4.812552285125664e-07
117,7.916516743183247e-05
118,0.0009692579285589089
119,0.00017425411416356382
120,0.000859096806346882
121,2.525491465059075e-06
122,8.18749776908346e-06
123,1.0379633398754307e-05
124,5.990199214288028e-05
125,0.012923060290327129
126,1.7865096103823938e-07
127,3.134669071760388e-09
128,2.559410753263558e-06
129,0.00011057945114248306
130,0.00027284078285610465
131,0.0008702221149301875
132,0.0037533918855310387
133,0.007354430008066718
134,1.3338667985436174e-06
135,4.4155662056974603e-07
136,0.00025425644414714784
137,5.947149997735627e-07
138,0.006562843741313877
139,1.5598249495052e-06
140,3.294481251600165e-05
141,1.4325564077465686e-08
142,1.266192044142447e-06
143,8.08406774347206e-05
144,0.003316745044387071
145,1.3827327216148418e-07
146,0.0011451087029640558
147,1.4609934167844424e-06
148,0.006777817723986873
149,0.0011270912281604454
150,0.024501999109399243
151,3.960202701818336e-08
152,0.016941046884715504
153,2.4628272218061208e-05
154,8.83504445577212e-06
155,6.163658421458191e-05
156,5.768694268702912e-06
157,8.393984923581625e-07
158,0.000266629868802177
159,7.69036511833222e-05
160,5.462450510102335e-06
161,0.015259363756831994
162,2.735094315567102e-06
163,1.6474235002480632e-05
164,0.00034764217169834326
165,3.991976605488635e-10
166,6.435460051285103e-07
167,0.003994995512846285
168,0.0011462482331004694
169,0.0007043244937398782
170,0.0005448168355541954
171,6.850980013536349e-05
172,0.0007667674826604136
173,6.376887944564161e-05
174,1.589528717086506e-05
175,0.5623489672575763
176,0.01530523250220301
177,0.010949563370700906
178,4.052043978957389e-06
179,2.2298350568971458e-05
180,0.0016210330542295085
181,2.429469807708528e-06
182,7.628310237180937e-05
183,8.215990639425306e-07
184,5.33950754876594e-05
185,1.912579131596723e-05
186,1.8928312136977946e-05
187,3.050974464196593e-09
188,3.414497672069259e-07
189,0.0044768591627325875
190,0.00013385537816444474
191,7.969996738779063e-06
192,3.6802358795078972e-06
193,0.01560259552018082
194,0.0006254278629403684
195,1.6814836520664995e-05
196,1.2843275353934214e-06
197,8.901209525180149e-05
198,0.00048306612058604347
199,0.027684002378782168
200,6.387075624429159e-06
201,5.350456887274623e-05
202,0.04595716670999021
203,3.523630205306587e-07
204,0.00041827854285709473
205,0.004200830420613018
206,1.0241844939541124e-12
207,8.2513888602125e-05
208,0.0017178947815545333
209,1.6412351712635792e-08
210,0.00041266222678371854
211,0.0007358345045853197
212,0.01491294922844956
213,1.5647321509523585e-06
214,0.04831902906024971
215,0.0016331830045856698
216,0.020227574507585205
217,0.1745281261087412
218,0.0004689627394290232
219,5.5027689285793726e-05
220,0.00021740920382733896
221,0.0008622724194969384
222,1.1921654201484748e-05
223,0.074190328087392
224,0.0006863786346650421
225,0.004353823398495223
226,0.007478765876336091
227,0.005171653609373058
228,6.326792946220545e-06
229,5.5250249177125556e-06
230,0.002385121133273436
231,1.9320811252788455e-06
232,9.447360368634851e-08
233,1.8221154055467733e-06
234,0.0006708535330710287
235,9.431212385648254e-07
236,0.0005851333515949254
237,0.0009697926886750149
238,3.3319170928147454e-05
239,0.00013399958548792124
240,0.0004954979626964417
241,3.209702265458181e-05
242,3.948226453478099e-10
243,3.9343201944989856e-11
244,1.4183381615075918e-07
245,0.00011684569680029818
246,8.657795785312079e-06
247,0.1764509919766274
248,0.00029565051071647584
249,5.75284567405586e-07
250,0.0007223124171395669
251,0.0012222010321060947
252,6.056870897704457e-06
253,2.7486601121353306e-06
254,3.7371420935342685e-05
255,1.3680899339556781e-05
256,1.5398930700482886e-11
257,3.6236196863824304e-05
258,0.0005419290449382482
259,0.00016258420766071644
260,2.7635784976212343e-05
261,0.00028792301355001093
262,0.0041427802020644715
263,8.073571602149559e-05
264,0.0006322657653496256
265,8.428975830614848e-06
266,2.191384723495412e-08
267,1.100035609448313e-14
268,4.255612946122761e-05
269,3.427195791722612e-05
270,6.68260548957818e-05
271,1.6639313377250874e-06
272,1.3516281070435319e-06
273,6.380604708233441e-07
274,0.0031234444863984766
275,0.028409128131766857
276,6.072140887764621e-10
277,0.0006532307084609861
278,0.00419170875853379
279,7.722218300720876e-07
280,0.00014190416889338866
281,1.1458903993725543e-05
282,0.0001296384305944318
283,0.0009397411044090119
284,9.554568828218844e-05
285,1.4163954431470007e-06
286,8.066191402018511e-11
287,0.003366308153283267
288,6.056364402344871e-10
289,0.0003577943869533149
290,1.8179166379565281e-06
291,9.596884635309638e-05
292,2.388330268303577e-05
293,0.0002908152564148894
294,2.437604840487567e-06
295,5.752902184005278e-06
296,2.876463093447976e-07
297,4.62001505708368e-07
298,6.46216795281432e-07
299,4.3425205624343385e-10
300,4.872183678220121e-06
301,1.0058707486768595e-06
302,5.352179632689084e-05
303,1.9122943045819874e-07
304,0.11885715630554727
305,0.16379596207272387
306,3.547850177772952e-08
307,0.0009225814766155931
308,0.00023226384754220108
309,0.0005116832475693807
310,7.719615301469741e-07
311,0.01206787455135355
312,0.025958189438913367
313,6.442067431799933e-05
314,2.4869402047934573e-06
315,0.00010465839664138883
316,7.053168545660638e-06
317,0.00476124881798149
318,9.91390922541264e-08
319,6.719799697425763e-06
320,3.965571877861179e-05
321,0.0060861648350717
322,6.555255509857052e-06
323,3.051821301206317e-06
324,0.013879331769765508
325,0.021335601598818574
326,0.005434262181839788
327,0.00010103487168048117
328,0.0004272426092330949
329,5.227225739709648e-06
330,1.34364216033941e-07
331,0.00021166646368552506
332,2.5758431821489614e-05
333,0.47790734834873494
334,1.487734665318247e-06
335,1.4193362577978612e-06
336,8.326508167813876e-05
337,0.04505301847887577
338,0.09133721504291055
339,5.072678035691284e-08
340,0.0044929838047504484
341,1.1846296460301723e-07
342,8.100994392136654e-05
343,0.00012967745110106332
344,0.000588372250579
345,8.847246944144607e-05
346,6.219342783801417e-05
347,0.6996483258920486
348,5.118132153787317e-07
349,2.0473558466225033e-08
350,0.012308499915592084
351,0.0003913431560952312
352,4.039078062449567e-05
353,0.003472039374616642
354,0.0011106533702590655
355,0.028854393460616277
356,3.2715121527417734e-06
357,5.350954530231666e-06
358,4.140195729324106e-06
359,0.0028782033208377676
360,1.730263308970033e-07
361,0.007148685668084623
362,3.641543494749928e-05
363,4.640827116541148e-05
364,3.1834707947942145e-05
365,2.8790890252617985e-11
366,2.8638205261880663e-11
367,4.411244003414018e-08
368,0.00040506567655675975
369,0.0002264821515074269
370,3.1271151095596878e-06
371,0.002501684259340407
372,1.2618616515490767e-08
373,3.02672391329248e-07
374,3.7244896817471192e-09
375,1.1992268861287285e-06
376,0.0032323352661505055
377,7.995215509903039e-05
378,1.6789717517938878e-06
379,6.15664421612446e-08
380,8.03637070658272e-06
381,0.00013058456664507195
382,0.015907351370273548
383,1.4123237182027676e-07
384,4.942483200807254e-06
385,0.01583055207071643
386,4.745220460744337e-06
387,0.0004833376478293513
388,8.486594088237183e-05
389,1.5957120578545595e-06
390,3.214918619476415e-06
391,8.119153549477356e-06
392,4.003429526827935e-05
393,9.930375630686815e-06
394,6.865171305715536e-07
395,2.397317938531635e-06
396,3.848356455342936e-06
397,5.9471821565937765e-06
398,4.086053009534135e-05
399,8.122756483838148e-10
400,6.33641988286931e-07
401,7.060399045995744e-08
402,7.300776444567569e-06
403,2.4100827724687605e-05
404,0.15409943761604017
405,0.00014214439984395628
406,0.0009720673873492698
407,1.1374848921158148e-05
408,2.94470369268015e-06
409,0.0001593642803391817
410,0.0002229380755082791
411,4.0572273592460187e-07
412,1.1901054898895294e-06
413,6.719062691733956e-05
414,6.5987198782752285e-06
415,2.0840848344284925e-10
416,4.6083624612063825e-05
417,0.0003233690915152017
418,1.5643207134965692e-07
419,1.1966023584372121e-06
420,0.0004888429639098383
421,0.001556321509807312
422,0.0025053483093398434
423,5.7756934662593524e-06
424,4.6965529553150244e-07
425,4.8661152513087625e-11
426,0.9508759188279868
427,0.00012408433915772943
428,5.167683436789873e-12
429,0.00020752692550657365
430,5.559478023944038e-06
431,4.578811458004226e-08
432,0.0046093985964620245
433,9.087343005105729e-07
434,0.0009488495850753806
435,2.58644250272606e-05
436,9.714062609437234e-06
437,2.3194457155302456e-05
438,0.0003062273507805063
439,3.184728647037424e-06
440,2.338761397969222e-08
441,9.739517901949368e-06
442,7.063950232582116e-05
443,1.0832322374763491e-08
444,1.1628670001648523e-05
445,0.0014160548840382128
446,0.003968121104341345
447,2.2651865897426812e-07
448,0.00016853214494425575
449,7.189770250867964e-05
450,2.9405493880744136e-06
451,0.0006771992339590068
452,0.0001220745922656191
453,0.002025737809374289
454,5.1084498580322915e-08
455,6.071472750194507e-06
456,2.4674772352849294e-05
457,9.134379941633366e-06
458,0.0004430803451257108
459,9.067653281881211e-05
460,0.00291878930712421
461,7.645589397906141e-06
462,1.5469797079586962e-09
463,6.0247811148e-09
464,1.8664273247843968e-06
465,0.0036155760222570353
466,1.1233810021987018e-05
467,0.000557419234699499
468,3.2838684323019394e-07
469,2.963571389178942e-06
470,5.85938863848888e-05
471,0.00960299373914257
472,3.288857988804599e-07
473,1.6601941966058735e-05
474,4.139915085666635e-10
475,0.11904199774287928
476,1.5228618396193045e-07
477,5.370992717027033e-05
478,0.0005397365827099492
479,0.7595511783864037
480,7.069279580827397e-05
481,0.01719599328856564
482,9.90975602571285e-06
483,0.008840132614836653
484,0.00021022059562178134
485,0.00011327496399520983
486,2.9150481149709614e-06
487,1.67184015399153e-05
488,2.8966802991414235e-06
489,0.0031552174762681496
490,3.410434232585408e-07
491,0.00020870879987846725
492,0.005042703586348626
493,0.0001746120007832546
494,1.7815141478101713e-05
495,3.309842562405278e-05
496,0.017239826109631307
497,0.0004507001554919603
498,0.0012475308915904709
499,1.3107991217178854e-14
500,0.006593243684061021
501,0.0005608932590793806
502,0.0010263733951018372
503,0.004410628354942882
504,5.284874444638101e-05
505,9.275190489754698e-05
506,2.1109293131842258e-06
507,0.0035207540931328856
508,0.0007594993336980377
509,1.4966866753762743e-08
510,3.271193334673139e-05
511,3.062139482648359e-08
512,1.161619898904269e-05
513,1.779408058748969e-05
514,0.00038136348485719076
515,0.00031749268835061246
516,0.0006633727628006008
517,1.8190217442455775e-05
518,4.672423065312034e-08
519,0.00019916184082678038
520,1.1177592482667412e-07
521,0.00762724358017915
522,0.5040687321748315
523,1.8406224223870144e-08
524,0.0016765190827201732
525,8.286504719186683e-05
526,8.741103149354795e-06
527,0.0003347271741055613
528,0.0025300174391243275
529,1.7248832531219014e-05
530,1.08285879911626e-07
531,6.358827559387393e-06
532,0.00015096301318607454
533,4.889104160783698e-08
534,0.4180264537277829
535,3.548116151838103e-10
536,0.0013208107776557692
537,0.0006867118325059279
538,0.005358261593344275
539,0.0011726467434067522
540,2.7441989315151236e-08
541,0.0006651638477445968
542,0.0002534565173886862
543,0.0013058049845730431
544,0.0035697317299334176
545,0.0007785450811121572
546,1.2403298370384673e-05
547,0.0019575909601210455
548,2.6940600291592296e-07
549,0.005130086490569146
550,0.0010794597853735592
551,0.03906353208873998
552,4.810527955720557e-05
553,1.1044967514535014e-08
554,7.442669225032624e-08
555,2.278155911812226e-07
556,0.023317891212091057
557,1.4086573032154886e-05
558,0.009916054739759017
559,5.0899544418520494e-05
560,0.00020215100993481469
561,1.644426656668765e-05
562,0.0002976691923920367
563,4.703689612659994e-05
564,0.00023069114211245428
565,0.0030068317739551666
566,1.6627553703980258e-05
567,1.7314184643943365e-06
568,7.372187380003101e-07
569,0.000975855581285569
570,4.759222385788561e-05
571,5.821683503959286e-07
572,0.4591250090268339
573,3.2951029257660015e-07
